"","FeatureId","IsTimeDomain","IsFrequencyDomain","IsAccelerometer","IsGyroscope","IsBody","IsGravity","IsJerk","IsMagnitute","Coordinates","VariableName","VariableDescription","OriginalName","ReadableName"
"406",406,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"33,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-33,48","FrequencyDomainBodyAccelerationJerk.bandsEnergy.33x48"
"407",407,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"49,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-49,64","FrequencyDomainBodyAccelerationJerk.bandsEnergy.49x64"
"408",408,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"1,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-1,24","FrequencyDomainBodyAccelerationJerk.bandsEnergy.1x24"
"409",409,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"25,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-25,48","FrequencyDomainBodyAccelerationJerk.bandsEnergy.25x48"
"410",410,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"1,8","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-1,8","FrequencyDomainBodyAccelerationJerk.bandsEnergy.1x8"
"411",411,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"9,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-9,16","FrequencyDomainBodyAccelerationJerk.bandsEnergy.9x16"
"412",412,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"17,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-17,24","FrequencyDomainBodyAccelerationJerk.bandsEnergy.17x24"
"413",413,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"25,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-25,32","FrequencyDomainBodyAccelerationJerk.bandsEnergy.25x32"
"414",414,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"33,40","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-33,40","FrequencyDomainBodyAccelerationJerk.bandsEnergy.33x40"
"415",415,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"41,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-41,48","FrequencyDomainBodyAccelerationJerk.bandsEnergy.41x48"
"416",416,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"49,56","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-49,56","FrequencyDomainBodyAccelerationJerk.bandsEnergy.49x56"
"417",417,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"57,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-57,64","FrequencyDomainBodyAccelerationJerk.bandsEnergy.57x64"
"418",418,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"1,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-1,16","FrequencyDomainBodyAccelerationJerk.bandsEnergy.1x16"
"419",419,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"17,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-17,32","FrequencyDomainBodyAccelerationJerk.bandsEnergy.17x32"
"420",420,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"33,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-33,48","FrequencyDomainBodyAccelerationJerk.bandsEnergy.33x48"
"421",421,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"49,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-49,64","FrequencyDomainBodyAccelerationJerk.bandsEnergy.49x64"
"422",422,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"1,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-1,24","FrequencyDomainBodyAccelerationJerk.bandsEnergy.1x24"
"423",423,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,NA,"25,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyAccJerk-bandsEnergy()-25,48","FrequencyDomainBodyAccelerationJerk.bandsEnergy.25x48"
"424",424,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"X","mean","Mean value","fBodyGyro-mean()-X","FrequencyDomainBodyGyroscope.mean.X"
"425",425,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Y","mean","Mean value","fBodyGyro-mean()-Y","FrequencyDomainBodyGyroscope.mean.Y"
"426",426,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Z","mean","Mean value","fBodyGyro-mean()-Z","FrequencyDomainBodyGyroscope.mean.Z"
"427",427,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"X","std","Standard deviation","fBodyGyro-std()-X","FrequencyDomainBodyGyroscope.std.X"
"428",428,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Y","std","Standard deviation","fBodyGyro-std()-Y","FrequencyDomainBodyGyroscope.std.Y"
"429",429,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Z","std","Standard deviation","fBodyGyro-std()-Z","FrequencyDomainBodyGyroscope.std.Z"
"430",430,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"X","mad","Median absolute deviation ","fBodyGyro-mad()-X","FrequencyDomainBodyGyroscope.mad.X"
"431",431,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Y","mad","Median absolute deviation ","fBodyGyro-mad()-Y","FrequencyDomainBodyGyroscope.mad.Y"
"432",432,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Z","mad","Median absolute deviation ","fBodyGyro-mad()-Z","FrequencyDomainBodyGyroscope.mad.Z"
"433",433,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"X","max","Largest value in array","fBodyGyro-max()-X","FrequencyDomainBodyGyroscope.max.X"
"434",434,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Y","max","Largest value in array","fBodyGyro-max()-Y","FrequencyDomainBodyGyroscope.max.Y"
"435",435,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Z","max","Largest value in array","fBodyGyro-max()-Z","FrequencyDomainBodyGyroscope.max.Z"
"436",436,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"X","min","Smallest value in array","fBodyGyro-min()-X","FrequencyDomainBodyGyroscope.min.X"
"437",437,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Y","min","Smallest value in array","fBodyGyro-min()-Y","FrequencyDomainBodyGyroscope.min.Y"
"438",438,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Z","min","Smallest value in array","fBodyGyro-min()-Z","FrequencyDomainBodyGyroscope.min.Z"
"439",439,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,NA,"sma","Signal magnitude area","fBodyGyro-sma()","FrequencyDomainBodyGyroscope.sma"
"440",440,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"X",NA,NA,"fBodyGyro-energy()-X","FrequencyDomainBodyGyroscope.energy.X"
"441",441,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Y",NA,NA,"fBodyGyro-energy()-Y","FrequencyDomainBodyGyroscope.energy.Y"
"442",442,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Z",NA,NA,"fBodyGyro-energy()-Z","FrequencyDomainBodyGyroscope.energy.Z"
"443",443,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"X","iqr","Interquartile range ","fBodyGyro-iqr()-X","FrequencyDomainBodyGyroscope.iqr.X"
"444",444,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Y","iqr","Interquartile range ","fBodyGyro-iqr()-Y","FrequencyDomainBodyGyroscope.iqr.Y"
"445",445,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Z","iqr","Interquartile range ","fBodyGyro-iqr()-Z","FrequencyDomainBodyGyroscope.iqr.Z"
"446",446,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"X","entropy","Signal entropy","fBodyGyro-entropy()-X","FrequencyDomainBodyGyroscope.entropy.X"
"447",447,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Y","entropy","Signal entropy","fBodyGyro-entropy()-Y","FrequencyDomainBodyGyroscope.entropy.Y"
"448",448,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Z","entropy","Signal entropy","fBodyGyro-entropy()-Z","FrequencyDomainBodyGyroscope.entropy.Z"
"449",449,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"X","max","Largest value in array","fBodyGyro-maxInds-X","FrequencyDomainBodyGyroscope.maxInds.X"
"450",450,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Y","max","Largest value in array","fBodyGyro-maxInds-Y","FrequencyDomainBodyGyroscope.maxInds.Y"
"451",451,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Z","max","Largest value in array","fBodyGyro-maxInds-Z","FrequencyDomainBodyGyroscope.maxInds.Z"
"452",452,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"X","meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyGyro-meanFreq()-X","FrequencyDomainBodyGyroscope.meanFreq.X"
"453",453,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Y","meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyGyro-meanFreq()-Y","FrequencyDomainBodyGyroscope.meanFreq.Y"
"454",454,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Z","meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyGyro-meanFreq()-Z","FrequencyDomainBodyGyroscope.meanFreq.Z"
"455",455,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"X","skewness","skewness of the frequency domain signal ","fBodyGyro-skewness()-X","FrequencyDomainBodyGyroscope.skewness.X"
"456",456,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"X","kurtosis","kurtosis of the frequency domain signal ","fBodyGyro-kurtosis()-X","FrequencyDomainBodyGyroscope.kurtosis.X"
"457",457,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Y","skewness","skewness of the frequency domain signal ","fBodyGyro-skewness()-Y","FrequencyDomainBodyGyroscope.skewness.Y"
"458",458,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Y","kurtosis","kurtosis of the frequency domain signal ","fBodyGyro-kurtosis()-Y","FrequencyDomainBodyGyroscope.kurtosis.Y"
"459",459,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Z","skewness","skewness of the frequency domain signal ","fBodyGyro-skewness()-Z","FrequencyDomainBodyGyroscope.skewness.Z"
"460",460,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"Z","kurtosis","kurtosis of the frequency domain signal ","fBodyGyro-kurtosis()-Z","FrequencyDomainBodyGyroscope.kurtosis.Z"
"461",461,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"1,8","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-1,8","FrequencyDomainBodyGyroscope.bandsEnergy.1x8"
"462",462,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"9,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-9,16","FrequencyDomainBodyGyroscope.bandsEnergy.9x16"
"463",463,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"17,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-17,24","FrequencyDomainBodyGyroscope.bandsEnergy.17x24"
"464",464,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"25,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-25,32","FrequencyDomainBodyGyroscope.bandsEnergy.25x32"
"465",465,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"33,40","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-33,40","FrequencyDomainBodyGyroscope.bandsEnergy.33x40"
"466",466,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"41,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-41,48","FrequencyDomainBodyGyroscope.bandsEnergy.41x48"
"467",467,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"49,56","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-49,56","FrequencyDomainBodyGyroscope.bandsEnergy.49x56"
"468",468,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"57,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-57,64","FrequencyDomainBodyGyroscope.bandsEnergy.57x64"
"469",469,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"1,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-1,16","FrequencyDomainBodyGyroscope.bandsEnergy.1x16"
"470",470,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"17,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-17,32","FrequencyDomainBodyGyroscope.bandsEnergy.17x32"
"471",471,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"33,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-33,48","FrequencyDomainBodyGyroscope.bandsEnergy.33x48"
"472",472,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"49,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-49,64","FrequencyDomainBodyGyroscope.bandsEnergy.49x64"
"473",473,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"1,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-1,24","FrequencyDomainBodyGyroscope.bandsEnergy.1x24"
"474",474,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"25,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-25,48","FrequencyDomainBodyGyroscope.bandsEnergy.25x48"
"475",475,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"1,8","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-1,8","FrequencyDomainBodyGyroscope.bandsEnergy.1x8"
"476",476,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"9,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-9,16","FrequencyDomainBodyGyroscope.bandsEnergy.9x16"
"477",477,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"17,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-17,24","FrequencyDomainBodyGyroscope.bandsEnergy.17x24"
"478",478,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"25,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-25,32","FrequencyDomainBodyGyroscope.bandsEnergy.25x32"
"479",479,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"33,40","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-33,40","FrequencyDomainBodyGyroscope.bandsEnergy.33x40"
"480",480,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"41,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-41,48","FrequencyDomainBodyGyroscope.bandsEnergy.41x48"
"481",481,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"49,56","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-49,56","FrequencyDomainBodyGyroscope.bandsEnergy.49x56"
"482",482,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"57,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-57,64","FrequencyDomainBodyGyroscope.bandsEnergy.57x64"
"483",483,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"1,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-1,16","FrequencyDomainBodyGyroscope.bandsEnergy.1x16"
"484",484,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"17,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-17,32","FrequencyDomainBodyGyroscope.bandsEnergy.17x32"
"485",485,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"33,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-33,48","FrequencyDomainBodyGyroscope.bandsEnergy.33x48"
"486",486,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"49,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-49,64","FrequencyDomainBodyGyroscope.bandsEnergy.49x64"
"487",487,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"1,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-1,24","FrequencyDomainBodyGyroscope.bandsEnergy.1x24"
"488",488,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"25,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-25,48","FrequencyDomainBodyGyroscope.bandsEnergy.25x48"
"489",489,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"1,8","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-1,8","FrequencyDomainBodyGyroscope.bandsEnergy.1x8"
"490",490,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"9,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-9,16","FrequencyDomainBodyGyroscope.bandsEnergy.9x16"
"491",491,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"17,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-17,24","FrequencyDomainBodyGyroscope.bandsEnergy.17x24"
"492",492,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"25,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-25,32","FrequencyDomainBodyGyroscope.bandsEnergy.25x32"
"493",493,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"33,40","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-33,40","FrequencyDomainBodyGyroscope.bandsEnergy.33x40"
"494",494,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"41,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-41,48","FrequencyDomainBodyGyroscope.bandsEnergy.41x48"
"495",495,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"49,56","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-49,56","FrequencyDomainBodyGyroscope.bandsEnergy.49x56"
"496",496,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"57,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-57,64","FrequencyDomainBodyGyroscope.bandsEnergy.57x64"
"497",497,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"1,16","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-1,16","FrequencyDomainBodyGyroscope.bandsEnergy.1x16"
"498",498,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"17,32","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-17,32","FrequencyDomainBodyGyroscope.bandsEnergy.17x32"
"499",499,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"33,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-33,48","FrequencyDomainBodyGyroscope.bandsEnergy.33x48"
"500",500,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"49,64","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-49,64","FrequencyDomainBodyGyroscope.bandsEnergy.49x64"
"501",501,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"1,24","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-1,24","FrequencyDomainBodyGyroscope.bandsEnergy.1x24"
"502",502,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"25,48","bandsEnergy","Energy of a frequency interval within the 64 bins of the FFT of each window.","fBodyGyro-bandsEnergy()-25,48","FrequencyDomainBodyGyroscope.bandsEnergy.25x48"
"503",503,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,"mean","Mean value","fBodyAccMag-mean()","FrequencyDomainBodyAccelerationMagnitute.mean"
"504",504,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,"std","Standard deviation","fBodyAccMag-std()","FrequencyDomainBodyAccelerationMagnitute.std"
"505",505,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,"mad","Median absolute deviation ","fBodyAccMag-mad()","FrequencyDomainBodyAccelerationMagnitute.mad"
"506",506,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,"max","Largest value in array","fBodyAccMag-max()","FrequencyDomainBodyAccelerationMagnitute.max"
"507",507,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,"min","Smallest value in array","fBodyAccMag-min()","FrequencyDomainBodyAccelerationMagnitute.min"
"508",508,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,"sma","Signal magnitude area","fBodyAccMag-sma()","FrequencyDomainBodyAccelerationMagnitute.sma"
"509",509,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,NA,NA,"fBodyAccMag-energy()","FrequencyDomainBodyAccelerationMagnitute.energy"
"510",510,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,"iqr","Interquartile range ","fBodyAccMag-iqr()","FrequencyDomainBodyAccelerationMagnitute.iqr"
"511",511,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,"entropy","Signal entropy","fBodyAccMag-entropy()","FrequencyDomainBodyAccelerationMagnitute.entropy"
"512",512,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,"max","Largest value in array","fBodyAccMag-maxInds","FrequencyDomainBodyAccelerationMagnitute.maxInds"
"513",513,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,"meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyAccMag-meanFreq()","FrequencyDomainBodyAccelerationMagnitute.meanFreq"
"514",514,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,"skewness","skewness of the frequency domain signal ","fBodyAccMag-skewness()","FrequencyDomainBodyAccelerationMagnitute.skewness"
"515",515,NA,TRUE,TRUE,NA,TRUE,NA,NA,TRUE,NA,"kurtosis","kurtosis of the frequency domain signal ","fBodyAccMag-kurtosis()","FrequencyDomainBodyAccelerationMagnitute.kurtosis"
"516",516,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,"mean","Mean value","fBodyBodyAccJerkMag-mean()","FrequencyDomainBodyAccelerationJerkMagnitute.mean"
"517",517,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,"std","Standard deviation","fBodyBodyAccJerkMag-std()","FrequencyDomainBodyAccelerationJerkMagnitute.std"
"518",518,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,"mad","Median absolute deviation ","fBodyBodyAccJerkMag-mad()","FrequencyDomainBodyAccelerationJerkMagnitute.mad"
"519",519,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,"max","Largest value in array","fBodyBodyAccJerkMag-max()","FrequencyDomainBodyAccelerationJerkMagnitute.max"
"520",520,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,"min","Smallest value in array","fBodyBodyAccJerkMag-min()","FrequencyDomainBodyAccelerationJerkMagnitute.min"
"521",521,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,"sma","Signal magnitude area","fBodyBodyAccJerkMag-sma()","FrequencyDomainBodyAccelerationJerkMagnitute.sma"
"522",522,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,NA,NA,"fBodyBodyAccJerkMag-energy()","FrequencyDomainBodyAccelerationJerkMagnitute.energy"
"523",523,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,"iqr","Interquartile range ","fBodyBodyAccJerkMag-iqr()","FrequencyDomainBodyAccelerationJerkMagnitute.iqr"
"524",524,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,"entropy","Signal entropy","fBodyBodyAccJerkMag-entropy()","FrequencyDomainBodyAccelerationJerkMagnitute.entropy"
"525",525,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,"max","Largest value in array","fBodyBodyAccJerkMag-maxInds","FrequencyDomainBodyAccelerationJerkMagnitute.maxInds"
"526",526,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,"meanFreq","Weighted average of the frequency components to obtain a mean frequency","fBodyBodyAccJerkMag-meanFreq()","FrequencyDomainBodyAccelerationJerkMagnitute.meanFreq"
"527",527,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,"skewness","skewness of the frequency domain signal ","fBodyBodyAccJerkMag-skewness()","FrequencyDomainBodyAccelerationJerkMagnitute.skewness"
"528",528,NA,TRUE,TRUE,NA,TRUE,NA,TRUE,TRUE,NA,"kurtosis","kurtosis of the frequency domain signal ","fBodyBodyAccJerkMag-kurtosis()","FrequencyDomainBodyAccelerationJerkMagnitute.kurtosis"
"529",529,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,"mean","Mean value","fBodyBodyGyroMag-mean()","FrequencyDomainBodyGyroscopeMagnitute.mean"
"530",530,NA,TRUE,NA,TRUE,TRUE,NA,NA,TRUE,NA,"std","Standard deviation","fBodyBodyGyroMag-std()","FrequencyDomainBodyGyroscopeMagnitute.std"
